lastname	firstname	cp_name	tags	pseudonyms
Lenoir	Charles-Amable	Charles-Amable Lenoir
Lentulov	Aristarkh	Aristarkh Lentulov
Leuthard	Thomas	Thomas Leuthard
Levers	Andreas	Andreas Levers
Levitan	Isaac	Isaac Levitan	landscape, realism, impressionism	
Levitt	Helen	Helen Levitt
LeWitt	Sol	Sol LeWitt
Leyendecker	Frank Xavier	Frank Xavier Leyendecker
Leyendecker	J.C.	J.C. Leyendecker	art nouveau, portrait, scene	
Leyster	Judith	Judith Leyster
Lhote	André	André Lhote	cubism, fauvism	
Libeskind	Daniel	Daniel Libeskind
Lichtenstein	Roy	Roy Lichtenstein	comics, portrait, abstract, expressionism	
Lie	Jonas	Jonas Lie
Lieber	Steve	Steve Lieber	comics, character	
Liefeld	Rob	Rob Liefeld	comics, sci-fi, fantasy	
Liepke	Malcolm	Malcolm Liepke	high contrast, character	
Lifsches	Iwona	Iwona Lifsches
Ligare	David	David Ligare	realism, scene, still life	
Lijun	Fang	Fang Lijun	figurativism, detailed, vibrant	
Lilien	Ephraim Moses	Ephraim Moses Lilien	art nouveau	
Lin	Maya	Maya Lin
Lindbergh	Peter	Peter Lindbergh
Lindner	Richard	Richard Lindner	pop art, figurativism,	
Lindsay	Norman	Norman Lindsay	watercolor, nudity	
Lipking	Jeremy	Jeremy Lipking	realism, portrait, scene, landscape	
Lippi	Filippino	Filippino Lippi	renaissance, scene, portrait	
Lippmann	Peter	Peter Lippmann
Lipton	Laurie	Laurie Lipton	monochromatic, detailed, surrrealism	
Lismer	Arthur	Arthur Lismer
Lisowski	Michal	Michal Lisowski	digital, scene, dark	
Lissitzky	El	El Lissitzky
List	Herbert	Herbert List	photography, monochromatic, high contrast, surrealism	
Listfield	Scott	Scott Listfield	realism, surrealism, scene	
Lively	Jim	Jim Lively
Lobanov	Ruslan	Ruslan Lobanov
Loboda	Taras	Taras Loboda
Locher	Olivia	Olivia Locher
Lockertsen	Nikolai	Nikolai Lockertsen
Loftis	Cory	Cory Loftis	digital, cartoon, whimsical	
Loir	Luigi	Luigi Loir
Loiseau	Gustave	Gustave Loiseau
Long	Richard	Richard Long
Longhurst	Kathrin	Kathrin Longhurst
Lorrain	Claude	Claude Lorrain
Lorusso	Joseph	Joseph Lorusso	scene, figurativism	
Lossel	Yoann	Yoann Lossel
Louie	Travis	Travis Louie	monochromatic, whimsical, dark	
Lovecraft	H.P.	H.P. Lovecraft	horror, dark, monochromatic	
Lovering	Paul	Paul Lovering
Lovett	Mark	Mark Lovett	portrait, realism	
Lowry	L. S.	L. S. Lowry
Lubalin	Herb	Herb Lubalin
Lucas	George	George Lucas	sci-fi, fantasy, scene	
Lucas	Sarah	Sarah Lucas
Luce	Maximilien	Maximilien Luce	landscape, impressionism, vibrant	
Luepke	Heiner	Heiner Luepke
Luks	George	George Luks	scene, realism, streetscape	
Lushpin	Evgeny	Evgeny Lushpin
Lux	Loretta	Loretta Lux	photography, portrait, surrealism	
Lynch	Albert	Albert Lynch	portrait, scene, romanticism	
Lynch	David	David Lynch
Lynes	George Platt	George Platt Lynes	nudity, photography,	
Lyon	Danny	Danny Lyon
Maar	Dora	Dora Maar	expressionism, monochromatic, high contrast	
Mably	Brandon	Brandon Mably
Macara	Andrew	Andrew Macara
Macke	August	August Macke	expressionism, vibrant, scene	
Mackintosh	Charles Rennie	Charles Rennie Mackintosh
Mackintosh	Margaret Macdonald	Margaret Macdonald Mackintosh	art nouveau, symbolism, messy	
Maclean	Rachel	Rachel Maclean
MacLeod	Pegi Nicol	Pegi Nicol MacLeod
Madgwick	Clive	Clive Madgwick	landscape, realism	
Madgwick	Lee	Lee Madgwick	dark, surrealism, landscape	
Madureira	Joe	Joe Madureira	comics, detailed, fantasy	
Maes	Nicolaes	Nicolaes Maes
Magee	Fintan	Fintan Magee	realism, scene, street art,	
Magritte	Rene	Rene Magritte	surrealism, cloudscape, art deco, cubism, impressionism	
Maher	Patty	Patty Maher
Mahfood	Jim	Jim Mahfood	comics, vibrant, high contrast	
Maier	Vivian	Vivian Maier	photography, monochromatic, portrait, scene	
Maimon	Isaac	Isaac Maimon
Maitz	Don	Don Maitz	sci-fi, fantasy, detailed	
Major	Akos	Akos Major
Majorelle	Louis	Louis Majorelle
Makabresku	Laura	Laura Makabresku
Makovsky	Nikolay	Nikolay Makovsky	impressionism, realism, landscape, streetscape, portrait, romanticism	
Malczewski	Jacek	Jacek Malczewski	symbolism, impressionism, art nouveau	
Maleev	Alex	Alex Maleev	comics, fantasy, high contrast	
Malevich	Kazimir	Kazimir Malevich	abstract, cubism, clean	
Mallett	Keith	Keith Mallett	melanin, figurativism, abstract, vibrant	
Malm	Michael	Michael Malm	impressionism, scene	
Manara	Milo	Milo Manara	comics, nudity, scene	
Mancini	Antonio	Antonio Mancini
Mandelbrot	Benoit B.	Benoit B. Mandelbrot	angular	
Manet	Édouard	Édouard Manet	impressionism, realism, portrait, scene	
Manev	Marko	Marko Manev
Manguin	Henri	Henri Manguin
Maniak	Slawomir	Slawomir Maniak	fantasy, dark, scene	
Mankes	Jan	Jan Mankes
Mann	Clay	Clay Mann
Mann	David	David Mann
Mann	Jeremy	Jeremy Mann	dark, messy, streetscape, portrait	
Mann	Sally	Sally Mann	photography, nudity, scene	
Mantegna	Andrea	Andrea Mantegna
Mapplethorpe	Robert	Robert Mapplethorpe
Marc	Franz	Franz Marc	vibrant, expressionism, cubism	
Marchuk	Ivan	Ivan Marchuk
Marcoussis	Louis	Louis Marcoussis
Marden	Brice	Brice Marden
Margetson	William Henry	William Henry Margetson
Mark	Mary Ellen	Mary Ellen Mark	photography, monochromatic, scene	
Markin	Andrei	Andrei Markin	impressionism, figurativism, scene, portrait	
Marquet	Albert	Albert Marquet	fauvism, landscape, seascape	
Mars	Chris	Chris Mars	surrealism, dark, fantasy	
Marseus van Schrieck	Otto	Otto Marseus van Schrieck	baroque, dark, flowers	
Marsh	Reginald	Reginald Marsh	detailed, realism, scene, dark	
Marshall	Kerry James	Kerry James Marshall	melanin, collage, scene, portrait	
Marshennikov	Serge	Serge Marshennikov	realism, portrait, scene	
Marsone	Meredith	Meredith Marsone
Martin	Agnes	Agnes Martin
Martin	John	John Martin	landscape, romanticism, dark	
Martinakis	Adam	Adam Martinakis	digital, 3D, sculpture	
Martinière	Stephan	Stephan Martinière	sci-fi, fantasy, landscape, dark	
Masaccio Masaccio
Mashburn	Brian	Brian Mashburn	landscape, dark, nature, monochromatic	
Mashkov	Ilya	Ilya Mashkov
Masson	André	André Masson	surrealism, cubism, expressionism	
Matejko	Jan	Jan Matejko
Matisse	Henri	Henri Matisse	fauvism, impressionism	
Matsumoto	Leiji	Leiji Matsumoto	manga, comics	
Matsumoto	Taiyō	Taiyō Matsumoto	manga, comics	
Matsuyama	Tomokazu	Tomokazu Matsuyama
Matta	Roberto	Roberto Matta	abstract, expressionism, surrealism	
Matthews	Rodney	Rodney Matthews	fantasy, sci-fi,	
Mattingly	David B.	David B. Mattingly	sci-fi, fantasy,	
Matutina	Dan	Dan Matutina
Maufra	Maxime	Maxime Maufra
Mauve	Anton	Anton Mauve
Max	Peter	Peter Max	colorful, abstract, vibrant	
Maxence	Edgar	Edgar Maxence
Mayhew	Mike	Mike Mayhew	comics, fantasy, portrait	
Mayne	Thom	Thom Mayne
Mazzoni	Marco	Marco Mazzoni	dark, detailed, flowers	
McCaffrey	Anne	Anne McCaffrey	dragons, fantasy, sci-fi	
McCall	Robert	Robert McCall	space, sci-fi	
McCarthy	Frank	Frank McCarthy
McCay	Winsor	Winsor McCay
McCloud	Scott	Scott McCloud
McCracken	Craig	Craig McCracken
McCurry	Steve	Steve McCurry
McFarlane	Todd	Todd McFarlane	comics, fantasy, dark	
McGee	Barry	Barry McGee
McGinley	Ryan	Ryan McGinley	photograpy, vibrant, scene	
McGinnis	Robert	Robert McGinnis	character, scene	
McGuire	Richard	Richard McGuire	comics, children's illustration, clean	
McHale	Patrick	Patrick McHale
McKay	Philip	Philip McKay
McKean	Dave	Dave McKean	dark, collage, figurativism	
McKelvie	Jamie	Jamie McKelvie	comics, cartoon, clean, character	
McKenney	Christopher Ryan	Christopher Ryan McKenney
McKernan	Kelly	Kelly McKernan	magic realism, whimsical, watercolor, portrait	
McKie	Angus	Angus McKie	vibrant, sci-fi, fantasy, detailed	
McMaster	Meryl	Meryl McMaster	photography, scene, landscape	
McPharlin	Dan	Dan McPharlin	sci-fi, vibrant, surrealism	
McPherson	Tara	Tara McPherson	pop art, surrealism, portrait	
McQuarrie	Ralph	Ralph McQuarrie	sci-fi, landscape, scene, clean	
McQue	Ian	Ian McQue	sci-fi, fantasy, messy,	
Mead	Syd	Syd Mead	sci-fi, abstract, angular	
Medcalf	Bill	Bill Medcalf	portrait, character, scene	
Meier	Richard	Richard Meier
Meireles	Cildo	Cildo Meireles
Meisel	Steven	Steven Meisel
Meissonier	Ernest	Ernest Meissonier
Melchers	Gari	Gari Melchers
Mell	Ed	Ed Mell	landscape, high contrast	
Mellin	Charles	Charles Mellin
Melmoth	Emil	Emil Melmoth	dark, surrealism, figurativism, sculpture	
Memling	Hans	Hans Memling
Mendoza	Eddie	Eddie Mendoza	digital, landscape, detailed, dark	
Mengs	Anton Raphael	Anton Raphael Mengs
Menzel	Adolph	Adolph Menzel	dark, impressionism	
Merian	Maria Sibylla	Maria Sibylla Merian	biological, nature	
Merle	Hugues	Hugues Merle
Merlo	Monia	Monia Merlo	fashion, photography, romanticism, nudity	
Merriam	Daniel	Daniel Merriam	whimsical, detailed	
Metcalf	Willard	Willard Metcalf
Metzinger	Jean	Jean Metzinger	cubism, abstract, vibrant	
Meyerdierks	Carsten	Carsten Meyerdierks	photography, landscape	
Michelangelo Michelangelo	renaissance	
Mignard	Nicolas	Nicolas Mignard	baroque, portrait, scene	
Mignola	Mike	Mike Mignola	comics, dark, high contrast	
Mili	Gjon	Gjon Mili	photography, high contrast	
Millar	Alexander	Alexander Millar
Millen	Anja	Anja Millen
Miller	Frank	Frank Miller	comics, dark, high contrast	
Miller	Ian	Ian Miller	detailed, high contrast, monochromatic	
Miller	Marjorie	Marjorie Miller
Miller	Richard E.	Richard E. Miller
Millet	Francis Davis	Francis Davis Millet
Millet	Jean-François	Jean-François Millet	realism, landscape, scene	
Milligan	Peter	Peter Milligan	comics	
Mills	Russ	Russ Mills	high contrast, dark, abstract, messy	
Milne	David Brown	David Brown Milne
Miró	Joan	Joan Miró	abstract	
Mirza	Haroon	Haroon Mirza	installation, angular	
Misrach	Richard	Richard Misrach
Mistric	Trish	Trish Mistric
Mitchell	Joan	Joan Mitchell
Mitchell	Kirsty	Kirsty Mitchell
Mitchev	Peter	Peter Mitchev
Miura	Kentaro	Kentaro Miura	textured, dark, high contrast	
Miyazaki	Hayao	Hayao Miyazaki	whimsical, anime, children's illustration	Studio Ghibli
Model	Lisette	Lisette Model	photography,	
Modersohn-Becker	Paula	Paula Modersohn-Becker	portrait, expressionism, impressionism	
Modigliani	Amedeo	Amedeo Modigliani	expressionism, fauvism, portrait	
Modlin	Margaret	Margaret Modlin	surrealism, scene	
Moholy-Nagy	László	László Moholy-Nagy	bauhaus, abstract, high contrast, graphic design	
Mohrbacher	Peter	Peter Mohrbacher	detailed, surrealism, fantasy	
Mondrian	Piet	Piet Mondrian	cubism, vibrant, angular	
Monet	Claude	Claude Monet	impressionism, landscape, seascape	
Monge	Jean-Baptiste	Jean-Baptiste Monge	dark, fantasy, detailed	
Monkman	Kent	Kent Monkman	landscape, scenes, realism	
Monks	Alyssa	Alyssa Monks	figurativism, portrait, photorealism	
Moon	Sailor	Sailor Moon	vibrant, clean, anime	
Moore	Alan	Alan Moore	comics, dark, sci-fi, horror, fantasy	
Moore	Albert Joseph	Albert Joseph Moore
Moore	Chris	Chris Moore	sci-fi, scene, high contrast	
Moore	Henry	Henry Moore
Moore	Tony	Tony Moore	comics, horror, sci-fi	
Mora	Briana	Briana Mora
Moralis	Yiannis	Yiannis Moralis	abstract, cubism, expressionism	
Moran	Edward	Edward Moran
Moran	Thomas	Thomas Moran	landscape, luminism	
Morandi	Giorgio	Giorgio Morandi
Moreau	Gustave	Gustave Moreau	detailed, dark, symbolism	
Moret	Henry	Henry Moret	landscape, impressionism	
Morgan	Gwenda	Gwenda Morgan	monochromatic, high contrast, landscape	
Morisot	Berthe	Berthe Morisot
Moriyama	Daido	Daido Moriyama
Morland	George	George Morland
Morley	Lewis	Lewis Morley	photography,	
Moross	Aries	Aries Moross
Morrice	James Wilson	James Wilson Morrice
Morris	Desmond	Desmond Morris	surrealism, whimsical	
Morris	Sarah	Sarah Morris
Morris	William	William Morris	textile, detailed, art nouveau	
Morrison	Grant	Grant Morrison
Morrison	John Lowrie	John Lowrie Morrison
Morski	Igor	Igor Morski	collage, surrealism, portrait	
Mortensen	John Kenn	John Kenn Mortensen	children's illustration, dark, horror, monochromatic,	
Moscoso	Victor	Victor Moscoso	vibrant, psychedelic, clean	
Moses	Grandma	Grandma Moses	primitivism, landscape	
Mosina	Inna	Inna Mosina
Motherwell	Robert	Robert Motherwell	abstract, expressionism, high contrast	
Moureaux	Emmanuelle	Emmanuelle Moureaux	installation, colorful, vibrant	
Mucha	Alphonse	Alphonse Mucha	art nouveau, portrait	
Mueck	Ron	Ron Mueck	sculpture, realism,	
Mullins	Craig	Craig Mullins	dark, detailed, fantasy	
Mulready	Augustus Edwin	Augustus Edwin Mulready	romanticism, scene	
Mumford	Dan	Dan Mumford	digital, vibrant, fantasy, psychedelic, clean	
Munari	Bruno	Bruno Munari	bauhaus, graphic design, abstract, high contrast,	
Munch	Edvard	Edvard Munch	expressionism, symbolism, impressionism	
Muniz	Vik	Vik Muniz
Munnings	Alfred	Alfred Munnings
Munro	Bruce	Bruce Munro	installation, light,	
Münter	Gabriele	Gabriele Münter	vibrant, expressionism,	
Munthe	Gerhard	Gerhard Munthe	art nouveau, symbolism	
Murakami	Takashi	Takashi Murakami	pop art, anime, manga	
Murata	Range	Range Murata
Muray	Nickolas	Nickolas Muray	photography,	
Murciano	Patrice	Patrice Murciano	colorful, vibrant, portrait	
Murillo	Bartolomé Esteban	Bartolomé Esteban Murillo
Musin	Sergey	Sergey Musin
Muth	Jon J	Jon J Muth
Mutu	Wangechi	Wangechi Mutu
Muybridge	Eadweard	Eadweard Muybridge
Nagai	Go	Go Nagai	manga, vibrant, portrait	
Nagai	Hiroshi	Hiroshi Nagai	landscape, cityscape, vibrant, high contrast,	
Nagao	Yoh	Yoh Nagao
Nagel	Patrick	Patrick Nagel	high contrast, pop art, portrait	
Nagy	Tibor	Tibor Nagy	landscape, dark, impressionism, messy, realism	
Naismith	Scott	Scott Naismith	vibrant, seascape, landscape, abstract	
Najjar	Serge	Serge Najjar	photography,	
Nan	Juliana	Juliana Nan
Nares	James	James Nares	abstract	
Nash	Paul	Paul Nash
Nasmith	Ted	Ted Nasmith	fantasy, landscape, luminism, scene	
Nason	Pieter	Pieter Nason
Nast	Thomas	Thomas Nast
Nauck	Todd	Todd Nauck	comics, character, sci-fi	
Nauman	Bruce	Bruce Nauman
Nay	Ernst Wilhelm	Ernst Wilhelm Nay	expressionism, abstract, vibrant	
Neel	Alice	Alice Neel	high contrast, portrait, expressionism	
Neer	Ildiko	Ildiko Neer
Neffati	Rimel	Rimel Neffati
Negley	Keith	Keith Negley	vibrant, high contrast, collage	
Neiman	LeRoy	LeRoy Neiman
Nelson	Kadir	Kadir Nelson	melanin, portrait, scene	
Nelson	R. Kenton	R. Kenton Nelson
Nerdrum	Odd	Odd Nerdrum	dark, scene, character, fantasy	
Neshat	Shirin	Shirin Neshat
Nesterov	Mikhail	Mikhail Nesterov	scene, symbolism	
Neto	Ernesto	Ernesto Neto
Nevinson	C. R. W.	C. R. W. Nevinson	high contrast, dark, angular, cubism	
Newland	Jane	Jane Newland	vibrant, watercolor, nature	
Newman	Barnett	Barnett Newman
Newton	Helmut	Helmut Newton	photography, monochromatic, scene	
Ngai	Victo	Victo Ngai	detailed, vibrant, children's illustration, surrealism	
Nguyen	Dustin	Dustin Nguyen	comics, watercolor	
Nguyen	Tran	Tran Nguyen	portrait, surrealism	
Nicholson	Ben	Ben Nicholson	abstract	
Nicholson	William	William Nicholson	still life, portrait, landscape	
Nickerson	Dee	Dee Nickerson	primitivism, whimsical, landscape, scene	
Nicolle	Florian	Florian Nicolle	watercolor, portrait, messy, collage	
Nielsen	Kay	Kay Nielsen	art nouveau, detailed	
Niemeyer	Oscar	Oscar Niemeyer
Nihei	Tsutomu	Tsutomu Nihei	manga, sci-fi, dark, monochromatic	
Nilsson	Bertil	Bertil Nilsson	photography, high contrast, landscape	
Nirasawa	Yasushi	Yasushi Nirasawa	fantasy, character, dark	
Nizovtsev	Victor	Victor Nizovtsev	magic realism, vibrant, whimsical, fantasy	
Noguchi	Isamu	Isamu Noguchi
Nolan	Sidney	Sidney Nolan	landscape, surrealism, landscape, figurativism	
Noland	Kenneth	Kenneth Noland
Nolde	Emil	Emil Nolde	impressionism, colorful, dark	
Nolin	Catherine	Catherine Nolin
Nomura	Tetsuya	Tetsuya Nomura	surrealism, scene	
Nordahl	David	David Nordahl
Nordqvist	Sven	Sven Nordqvist	detailed, cartoon, children's illustration	
Norem	Earl	Earl Norem	detailed, fantasy, dark	
North	Marianne	Marianne North	nature, detailed	
Norton	Andre	Andre Norton
Noto	Phil	Phil Noto	comics, character, portrait	
Nouvel	Jean	Jean Nouvel	architecture, angular, high contrast,	
O'Keeffe	Georgia	Georgia O'Keeffe	figurativism, abstract, watercolor	
O'Neill	Terry	Terry O'Neill
Oakes	Terry	Terry Oakes	fantasy, sci-fi, scene	
Obata	Takeshi	Takeshi Obata	manga, detailed	
Ocampo	Octavio	Octavio Ocampo	surrealism, realism, figurativism	
Oda	Eiichiro	Eiichiro Oda	manga, anime	
Ofili	Chris	Chris Ofili	melanin, watercolor, expressionism	
Ohara	Koson	Koson Ohara	ukiyo-e, nature, flowers	
Ohman	Jack	Jack Ohman
Ohrai	Noriyoshi	Noriyoshi Ohrai	fantasy, sci-fi, detailed	
Oiticica	Helio	Helio Oiticica	abstract, vibrant, angular, installation	
Ojala	Eiko	Eiko Ojala
Okamura	Tim	Tim Okamura	portrait, graffiti, melanin, street art	
Okanoue	Toshiko	Toshiko Okanoue
Okon	Marek	Marek Okon	digital, sci-fi, dark	
Okubo	Naomi	Naomi Okubo	vibrant, detailed, collage	
Okuń	Edward	Edward Okuń	symbolism, art nouveau, scene	
Oldenburg	Claes	Claes Oldenburg
Olgiati	Valerio	Valerio Olgiati
Olley	Margaret	Margaret Olley
Olschinsky	Atelier	Atelier Olschinsky	cityscape, abstract, digital	
Olsen	Greg	Greg Olsen
Opie	Julian	Julian Opie
Oppenheim	Méret	Méret Oppenheim	photography, surrealism, textile	
Oprisco	Oleg	Oleg Oprisco	photography, portrait, surrealism, flowers, scene	
Orkin	Ruth	Ruth Orkin	photography,	
Ormandy	Stephen	Stephen Ormandy
Orozco	José Clemente	José Clemente Orozco	expressionism, realism, dark	
Orrico	Tony	Tony Orrico
Osbert	Alphonse	Alphonse Osbert	low contrast, symbolism, impressionism, art nouveau	
OSGEMEOS OSGEMEOS
Oshii	Mamoru	Mamoru Oshii
Oszvald	Noell	Noell Oszvald
Otomo	Katsuhiro	Katsuhiro Otomo	manga, anime, detailed	
Otomo	Shohei	Shohei Otomo	high contrast, monochromatic,	
Ottley	Ryan	Ryan Ottley
Oum	Siya	Siya Oum	comics, character	
Oursler	Tony	Tony Oursler
Outhwaite	Ida Rentoul	Ida Rentoul Outhwaite	whimsical, children's illustration, art nouveau	
Outram	Steven	Steven Outram	landscape, dark, romanticism	
Owens	Rick	Rick Owens
Oxer	William	William Oxer
Ozeri	Yigal	Yigal Ozeri
Pacheco	Gabriel	Gabriel Pacheco
Packard	Anne	Anne Packard
Paick	James	James Paick	digital, landscape, fantasy, sci-fi	
Paik	Nam June	Nam June Paik
Paine	Roxy	Roxy Paine
Palha	Rui	Rui Palha
Palmer	Walter Launt	Walter Launt Palmer
Palumbo	David	David Palumbo	dark, character, figurativism	
Panter	Gary	Gary Panter
Panton	Verner	Verner Panton
Pantone	Felipe	Felipe Pantone
Papapetrou	Polixeni	Polixeni Papapetrou
Paraskeva	Elena	Elena Paraskeva
Parker	Cornelia	Cornelia Parker
Parkes	Michael	Michael Parkes	magic realism, fantasy, art nouveau	
Parkinson	Keith	Keith Parkinson	fantasy, scene, detailed	
Parkinson	Norman	Norman Parkinson
Parks	Gordon	Gordon Parks	melanin, photography, monochromatic	
Parmigianino Parmigianino
Parr	Martin	Martin Parr
Parreno	Philippe	Philippe Parreno	installation	
Parrish	Maxfield	Maxfield Parrish	cloudscape, vibrant, art nouveau	
Parry	Alan	Alan Parry
Parsons	Alfred	Alfred Parsons	landscape, watercolor, realism	
Pascin	Jules	Jules Pascin
Pasmore	Victor	Victor Pasmore
Pasquini	Alice	Alice Pasquini
Patinir	Joachim	Joachim Patinir
Patrick	James McIntosh	James McIntosh Patrick
Pattnaik	Sudersan	Sudersan Pattnaik
Pawson	John	John Pawson
Peale	Charles Willson	Charles Willson Peale
Peale	Raphaelle	Raphaelle Peale	still life, 	
Pearlstein	Philip	Philip Pearlstein
Pearson	Jason	Jason Pearson
Pechstein	Max	Max Pechstein	expressionism, vibrant	
Peeters	Clara	Clara Peeters
Pei	Guo	Guo Pei	fashion,	
Pellegrini	Pierre	Pierre Pellegrini	monochromatic, photography, landscape	
Pelletier	Paul	Paul Pelletier	comics	
Pelton	Agnes Lawrence	Agnes Lawrence Pelton	abstract, vibrant	
Pemba	George	George Pemba	realism, melanin, scene	
Penn	Irving	Irving Penn	photography, monochromatic, portrait, character	
Pennington	Bruce	Bruce Pennington	sci-fi, fantasy, vibrant, landscape	
Peploe	Samuel	Samuel Peploe
Perceval	John	John Perceval	vibrant, messy, expressionism	
Percival	Anja	Anja Percival
Perez	Fabian	Fabian Perez	dark, figurativism, realism, scene	
Perez	George	George Perez
Permeke	Constant	Constant Permeke	expressionism, 	
Perry	Grayson	Grayson Perry	detailed, collage, pop art	
Perry	Lilla Cabot	Lilla Cabot Perry
Pesce	Gaetano	Gaetano Pesce	architecture, vibrant,	
Peterson	Cleon	Cleon Peterson	flat colors, clean, character	
Peterssen	Eilif	Eilif Peterssen
Pether	Abraham	Abraham Pether
Petolas	Nikolina	Nikolina Petolas	surrealism, magic realism,	
Petrov-Vodkin	Kuzma	Kuzma Petrov-Vodkin
Pettibon	Raymond	Raymond Pettibon
Phillips	Coles	Coles Phillips	art deco,	
Phillips	Richard	Richard Phillips
Picabia	Francis	Francis Picabia	cubism, expressionism, impressionism	
Picasso	Pablo	Pablo Picasso	cubism, surrealism, impressionism	
Piccinini	Patricia	Patricia Piccinini
Pich	Sopheap	Sopheap Pich
Pieck	Anton	Anton Pieck	whimsical, detailed, scene	
Piene	Otto	Otto Piene
Pieters	Nelleke	Nelleke Pieters
Pillon	Klaus	Klaus Pillon
Pinchon	Robert Antoine	Robert Antoine Pinchon	impressionism, landscape, fauvism	
Pindell	Howardena	Howardena Pindell	collage, colorful, expressionism	
Pinke	Veronika	Veronika Pinke
Pinkney	Jerry	Jerry Pinkney
Pinter	Ferenc	Ferenc Pinter
Pinturicchio Pinturicchio
Piot	Étienne Adolphe	Étienne Adolphe Piot
Piper	John	John Piper
Pippin	Horace	Horace Pippin
Piranesi	Giovanni Battista	Giovanni Battista Piranesi	architecture, detailed, monochromatic	
Piraro	Dan	Dan Piraro
Pirner	Maximilian	Maximilian Pirner	art nouveau, dark, symbolism	
Piskor	Ed	Ed Piskor
Pissarro	Camille	Camille Pissarro	impressionism, landscape, streetscape	
Pissarro	Lucien	Lucien Pissarro
Pistoletto	Michelangelo	Michelangelo Pistoletto
Pitre	John	John Pitre	surrealism, magic realism, scene	
Plensa	Jaume	Jaume Plensa	sculpture, high contrast	
Plock	Ferris	Ferris Plock
Ploog	Mike	Mike Ploog
Plowden	David	David Plowden	photography,	
Point	Armand	Armand Point
Poiret	Paul	Paul Poiret
Polacco	Patricia	Patricia Polacco	children's illustration,	
Pollock	Jackson	Jackson Pollock	abstract, messy, expressionism	
Pongiluppi	Guillem H.	Guillem H. Pongiluppi
Pontormo Pontormo
Ponzi	Emiliano	Emiliano Ponzi
Poons	Larry	Larry Poons
Popova	Lyubov	Lyubov Popova	cubism, abstract	
Porter	Fairfield	Fairfield Porter
Portinari	Candido	Candido Portinari	expressionism, scene	
Potocki	Gail	Gail Potocki
Potter	Beatrix	Beatrix Potter	whimsical, watercolor, children's illustration	
Potter	Paulus	Paulus Potter	landscape, baroque, scene	
Potthast	Edward Henry	Edward Henry Potthast
Pousette-Dart	Richard	Richard Pousette-Dart
Poussin	Nicolas	Nicolas Poussin
Poynter	Edward	Edward Poynter
Pradier	James	James Pradier
Prager	Alex	Alex Prager
Pranckevicius	Gediminas	Gediminas Pranckevicius	surrealism, whimsical, detailed	
Prendergast	Maurice	Maurice Prendergast
Preston	Margaret	Margaret Preston
Procter	Dod	Dod Procter	impressionism, portrait, scene	
Pugh	Gareth	Gareth Pugh	fashion, angular, monochromatic	
Puryear	Martin	Martin Puryear
Putz	Leo	Leo Putz
Puvis de Chavannes	Pierre	Pierre Puvis de Chavannes	symbolism, low contrast	
Pyle	Howard	Howard Pyle	art nouveau, scene	
Quesada	Joe	Joe Quesada
Quilty	Ben	Ben Quilty
Quinn	Marc	Marc Quinn
Quitely	Frank	Frank Quitely
Rackham	Arthur	Arthur Rackham	art nouveau, dark, scene	
Rader	Paul	Paul Rader
Raeburn	Henry	Henry Raeburn
Rahon	Alice	Alice Rahon	abstract, expressionism, figurativism,	
Rak	Martin	Martin Rak	photography, landscape	
Rand	Paul	Paul Rand
Ranson	Paul	Paul Ranson	abstract, vibrant, art nouveau	
Raphael Raphael	renaissance	
Rauschenberg	Robert	Robert Rauschenberg	collage, abstract	
Ravilious	Eric	Eric Ravilious
Ray	Man	Man Ray	monochromatic, high contrast	
Razell	Aliza	Aliza Razell	photography, fantasy, surrealism	
Rea	Joel	Joel Rea	surrealism, landscape, scene	
Redlin	Terry	Terry Redlin	landscape, luminism, nature	
Redmond	Granville	Granville Redmond	landscape, impressionism	
Redon	Odilon	Odilon Redon	impressionism, symbolist, low contrast	
Redondo	Vicente Romero	Vicente Romero Redondo	figurativism, scene	
Reggianini	Vittorio	Vittorio Reggianini	scene, renaissance	
Rego	Paula	Paula Rego	scene, portrait	
Reiffel	Charles	Charles Reiffel
Rekunenko	Valentin	Valentin Rekunenko	scene, detailed, fantasy, surrealism	
Remington	Frederic	Frederic Remington	impressionism, realism, scene, horses	
Remnev	Andrey	Andrey Remnev	baroque, renaissance, portrait, character	
Reni	Guido	Guido Reni
Renoir	Pierre-Auguste	Pierre-Auguste Renoir	impressionism, realism, portrait, scene	
Renshaw	David	David Renshaw
Repin	Ilya	Ilya Repin	realism, scene, portrait, impressionism	
Ressia	Romina	Romina Ressia
Restout the Younger	Jean	Jean Restout the Younger
Reuss	John	John Reuss	surrealism, figurativism	
Rew	Stephanie	Stephanie Rew	portrait, figurativism, realism	
Reynolds	Joshua	Joshua Reynolds	portrait, romanticism	
RHADS RHADS	digital, surrealism, landscape, vibrant	Artem Chebokha
Rhead	Louis	Louis Rhead	art nouveau, detailed	
Rhodan	Perry	Perry Rhodan
Ribemont-Dessaignes	Georges	Georges Ribemont-Dessaignes
Richards	William Trost	William Trost Richards
Richter	Gerhard	Gerhard Richter	abstract, realism	
Riddell	Chris	Chris Riddell	cartoon, children's illustration, watercolor	
Rigaud	Hyacinthe	Hyacinthe Rigaud	baroque, portrait	
Rigney	Brad	Brad Rigney	scene, fantasy, character, dark	
Riley	Bridget	Bridget Riley	abstract, monochromatic, colorful, angular	
